PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
27434092,Effects of Arabinoxylan and Resistant Starch on Intestinal Microbiota and Short-Chain Fatty Acids in Subjects with Metabolic Syndrome: A Randomised Crossover Study,"Hald S, Schioldan AG, Moore ME, Dige A, Lærke HN, Agnholt J, Bach Knudsen KE, Hermansen K, Marco ML, Gregersen S, Dahlerup JF.",PLoS One. 2016 Jul 19;11(7):e0159223. doi: 10.1371/journal.pone.0159223. eCollection 2016.,Hald S,PLoS One,2016,2016/07/20,PMC4951149,,10.1371/journal.pone.0159223
27056556,"Next Generation Sequencing and the Microbiome of Chronic Rhinosinusitis: A Primer for Clinicians and Review of Current Research, Its Limitations, and Future Directions","Jervis Bardy J, Psaltis AJ.",Ann Otol Rhinol Laryngol. 2016 Aug;125(8):613-21. doi: 10.1177/0003489416641429. Epub 2016 Apr 7.,Jervis Bardy J,Ann Otol Rhinol Laryngol,2016,2016/04/09,,,10.1177/0003489416641429
25180968,"Hemolymph microbiome of Pacific oysters in response to temperature, temperature stress and infection","Lokmer A, Mathias Wegner K.",ISME J. 2015 Mar;9(3):670-82. doi: 10.1038/ismej.2014.160. Epub 2014 Sep 2.,Lokmer A,ISME J,2015,2014/09/03,PMC4331581,,10.1038/ismej.2014.160
24752365,The lung microbiome of Ugandan HIV-infected pneumonia patients is compositionally and functionally distinct from that of San Franciscan patients,"Iwai S, Huang D, Fong S, Jarlsberg LG, Worodria W, Yoo S, Cattamanchi A, Davis JL, Kaswabuli S, Segal M, Huang L, Lynch SV.",PLoS One. 2014 Apr 21;9(4):e95726. doi: 10.1371/journal.pone.0095726. eCollection 2014.,Iwai S,PLoS One,2014,2014/04/23,PMC3994144,,10.1371/journal.pone.0095726
25073603,Structural changes in the gut microbiome of constipated patients,"Zhu L, Liu W, Alkhouri R, Baker RD, Bard JE, Quigley EM, Baker SS.",Physiol Genomics. 2014 Sep 15;46(18):679-86. doi: 10.1152/physiolgenomics.00082.2014. Epub 2014 Jul 29.,Zhu L,Physiol Genomics,2014,2014/07/31,,,10.1152/physiolgenomics.00082.2014
24013298,Dysbiosis of salivary microbiota in inflammatory bowel disease and its association with oral immunological biomarkers,"Said HS, Suda W, Nakagome S, Chinen H, Oshima K, Kim S, Kimura R, Iraha A, Ishida H, Fujita J, Mano S, Morita H, Dohi T, Oota H, Hattori M.",DNA Res. 2014 Feb;21(1):15-25. doi: 10.1093/dnares/dst037. Epub 2013 Sep 7.,Said HS,DNA Res,2014,2013/09/10,PMC3925391,,10.1093/dnares/dst037
27746285,Construction and Analysis of Functional Networks in the Gut Microbiome of Type 2 Diabetes Patients,"Li L, Wang Z, He P, Ma S, Du J, Jiang R.",Genomics Proteomics Bioinformatics. 2016 Oct;14(5):314-324. doi: 10.1016/j.gpb.2016.02.005. Epub 2016 Oct 14.,Li L,Genomics Proteomics Bioinformatics,2016,2016/10/18,PMC5093780,,10.1016/j.gpb.2016.02.005
27176462,Gut microbiota in early pediatric multiple sclerosis: a case-control study,"Tremlett H, Fadrosh DW, Faruqi AA, Zhu F, Hart J, Roalstad S, Graves J, Lynch S, Waubant E; US Network of Pediatric MS Centers.",Eur J Neurol. 2016 Aug;23(8):1308-1321. doi: 10.1111/ene.13026. Epub 2016 May 13.,Tremlett H,Eur J Neurol,2016,2016/05/14,PMC4955679,NIHMS772393,10.1111/ene.13026
26198938,"[Methods, challenges and opportunities for big data analyses of microbiome]","Sheng HF, Zhou HW.",Nan Fang Yi Ke Da Xue Xue Bao. 2015 Jul;35(7):931-4.,Sheng HF,Nan Fang Yi Ke Da Xue Xue Bao,2015,2015/07/23,,,
26829039,Skin Microbiome Surveys Are Strongly Influenced by Experimental Design,"Meisel JS, Hannigan GD, Tyldsley AS, SanMiguel AJ, Hodkinson BP, Zheng Q, Grice EA.",J Invest Dermatol. 2016 May;136(5):947-956. doi: 10.1016/j.jid.2016.01.016. Epub 2016 Jan 29.,Meisel JS,J Invest Dermatol,2016,2016/02/02,PMC4842136,NIHMS768285,10.1016/j.jid.2016.01.016
28326980,Gene Sequence Analyses of the Healthy Oral Microbiome in Humans and Companion Animals,Davis EM.,J Vet Dent. 2016 Jun;33(2):97-107. doi: 10.1177/0898756416657239. Epub 2016 Aug 6.,Davis EM,J Vet Dent,2016,2017/03/23,,,10.1177/0898756416657239
26563586,Intrinsic challenges in ancient microbiome reconstruction using 16S rRNA gene amplification,"Ziesemer KA, Mann AE, Sankaranarayanan K, Schroeder H, Ozga AT, Brandt BW, Zaura E, Waters-Rist A, Hoogland M, Salazar-García DC, Aldenderfer M, Speller C, Hendy J, Weston DA, MacDonald SJ, Thomas GH, Collins MJ, Lewis CM, Hofman C, Warinner C.",Sci Rep. 2015 Nov 13;5:16498. doi: 10.1038/srep16498.,Ziesemer KA,Sci Rep,2015,2015/11/14,PMC4643231,,10.1038/srep16498
27558272,"Joint effects of pregnancy, sociocultural, and environmental factors on early life gut microbiome structure and diversity","Levin AM, Sitarik AR, Havstad SL, Fujimura KE, Wegienka G, Cassidy-Bushrow AE, Kim H, Zoratti EM, Lukacs NW, Boushey HA, Ownby DR, Lynch SV, Johnson CC.",Sci Rep. 2016 Aug 25;6:31775. doi: 10.1038/srep31775.,Levin AM,Sci Rep,2016,2016/08/26,PMC4997337,,10.1038/srep31775
24723104,Variations in 16S rRNA-based microbiome profiling between pyrosequencing runs and between pyrosequencing facilities,"Kim M, Yu Z.",J Microbiol. 2014 May;52(5):355-65. doi: 10.1007/s12275-014-3443-3. Epub 2014 Apr 11.,Kim M,J Microbiol,2014,2014/04/12,,,10.1007/s12275-014-3443-3
27035357,Gut Microbiota and a Selectively Bred Taste Phenotype: A Novel Model of Microbiome-Behavior Relationships,"Lyte M, Fodor AA, Chapman CD, Martin GG, Perez-Chanona E, Jobin C, Dess NK.",Psychosom Med. 2016 Jun;78(5):610-9. doi: 10.1097/PSY.0000000000000318.,Lyte M,Psychosom Med,2016,2016/04/02,,,10.1097/PSY.0000000000000318
23955772,UPARSE: highly accurate OTU sequences from microbial amplicon reads,Edgar RC.,Nat Methods. 2013 Oct;10(10):996-8. doi: 10.1038/nmeth.2604. Epub 2013 Aug 18.,Edgar RC,Nat Methods,2013,2013/08/20,,,10.1038/nmeth.2604
26461079,Relationship between periodontitis-associated subgingival microbiota and clinical inflammation by 16S pyrosequencing,"Camelo-Castillo A, Novoa L, Balsa-Castro C, Blanco J, Mira A, Tomás I.",J Clin Periodontol. 2015 Dec;42(12):1074-82. doi: 10.1111/jcpe.12470. Epub 2015 Nov 29.,Camelo-Castillo A,J Clin Periodontol,2015,2015/10/14,,,10.1111/jcpe.12470
26170019,Potassium permanganate elicits a shift of the external fish microbiome and increases host susceptibility to columnaris disease,"Mohammed HH, Arias CR.",Vet Res. 2015 Jul 15;46(1):82. doi: 10.1186/s13567-015-0215-y.,Mohammed HH,Vet Res,2015,2015/07/15,PMC4501127,,10.1186/s13567-015-0215-y
26676056,"Effects and mode of action of chitosan and ivy fruit saponins on the microbiome, fermentation and methanogenesis in the rumen simulation technique","Belanche A, Pinloche E, Preskett D, Newbold CJ.",FEMS Microbiol Ecol. 2016 Jan;92(1):fiv160. doi: 10.1093/femsec/fiv160. Epub 2015 Dec 15.,Belanche A,FEMS Microbiol Ecol,2016,2015/12/18,PMC5831848,,10.1093/femsec/fiv160
26971397,Discovery of a Novel Seminal Fluid Microbiome and Influence of Estrogen Receptor Alpha Genetic Status,"Javurek AB, Spollen WG, Ali AM, Johnson SA, Lubahn DB, Bivens NJ, Bromert KH, Ellersieck MR, Givan SA, Rosenfeld CS.",Sci Rep. 2016 Mar 14;6:23027. doi: 10.1038/srep23027.,Javurek AB,Sci Rep,2016,2016/03/15,PMC4789797,,10.1038/srep23027
26271760,"Every base matters: assessing small subunit rRNA primers for marine microbiomes with mock communities, time series and global field samples","Parada AE, Needham DM, Fuhrman JA.",Environ Microbiol. 2016 May;18(5):1403-14. doi: 10.1111/1462-2920.13023. Epub 2015 Oct 14.,Parada AE,Environ Microbiol,2016,2015/08/15,,,10.1111/1462-2920.13023
25229475,Effect of oral administration of metronidazole or prednisolone on fecal microbiota in dogs,"Igarashi H, Maeda S, Ohno K, Horigome A, Odamaki T, Tsujimoto H.",PLoS One. 2014 Sep 17;9(9):e107909. doi: 10.1371/journal.pone.0107909. eCollection 2014.,Igarashi H,PLoS One,2014,2014/09/18,PMC4168260,,10.1371/journal.pone.0107909
26713550,"The interaction between iron nutrition, plant species and soil type shapes the rhizosphere microbiome","Pii Y, Borruso L, Brusetti L, Crecchio C, Cesco S, Mimmo T.",Plant Physiol Biochem. 2016 Feb;99:39-48. doi: 10.1016/j.plaphy.2015.12.002. Epub 2015 Dec 9.,Pii Y,Plant Physiol Biochem,2016,2015/12/30,,,10.1016/j.plaphy.2015.12.002
27590811,"The Core Gut Microbiome of the American Cockroach, Periplaneta americana, Is Stable and Resilient to Dietary Shifts","Tinker KA, Ottesen EA.",Appl Environ Microbiol. 2016 Oct 27;82(22):6603-6610. doi: 10.1128/AEM.01837-16. Print 2016 Nov 15.,Tinker KA,Appl Environ Microbiol,2016,2016/09/04,PMC5086554,,10.1128/AEM.01837-16
27221631,TCDD modulation of gut microbiome correlated with liver and immune toxicity in streptozotocin (STZ)-induced hyperglycemic mice,"Lefever DE, Xu J, Chen Y, Huang G, Tamas N, Guo TL.",Toxicol Appl Pharmacol. 2016 Aug 1;304:48-58. doi: 10.1016/j.taap.2016.05.016. Epub 2016 May 21.,Lefever DE,Toxicol Appl Pharmacol,2016,2016/05/26,PMC5694619,NIHMS919945,10.1016/j.taap.2016.05.016
27493014,The human microbiome in rheumatic autoimmune diseases: A comprehensive review,"Coit P, Sawalha AH.",Clin Immunol. 2016 Sep;170:70-9. doi: 10.1016/j.clim.2016.07.026. Epub 2016 Aug 2.,Coit P,Clin Immunol,2016,2016/08/06,,,10.1016/j.clim.2016.07.026
27357127,Variable responses of human microbiomes to dietary supplementation with resistant starch,"Venkataraman A, Sieber JR, Schmidt AW, Waldron C, Theis KR, Schmidt TM.",Microbiome. 2016 Jun 29;4(1):33. doi: 10.1186/s40168-016-0178-x.,Venkataraman A,Microbiome,2016,2016/07/01,PMC4928258,,10.1186/s40168-016-0178-x
25803243,Spatial Variation in the Healthy Human Lung Microbiome and the Adapted Island Model of Lung Biogeography,"Dickson RP, Erb-Downward JR, Freeman CM, McCloskey L, Beck JM, Huffnagle GB, Curtis JL.",Ann Am Thorac Soc. 2015 Jun;12(6):821-30. doi: 10.1513/AnnalsATS.201501-029OC.,Dickson RP,Ann Am Thorac Soc,2015,2015/03/25,PMC4590020,,10.1513/AnnalsATS.201501-029OC
27391160,Smoking Cessation and the Microbiome in Induced Sputum Samples from Cigarette Smoking Asthma Patients,"Munck C, Helby J, Westergaard CG, Porsbjerg C, Backer V, Hansen LH.",PLoS One. 2016 Jul 8;11(7):e0158622. doi: 10.1371/journal.pone.0158622. eCollection 2016.,Munck C,PLoS One,2016,2016/07/09,PMC4938234,,10.1371/journal.pone.0158622
26347019,Fecal microbiota analysis: an overview of sample collection methods and sequencing strategies,"Thomas V, Clark J, Doré J.",Future Microbiol. 2015;10(9):1485-504. doi: 10.2217/fmb.15.87. Epub 2015 Sep 8.,Thomas V,Future Microbiol,2015,2015/09/09,,,10.2217/fmb.15.87
27111847,Gut Microbiome Developmental Patterns in Early Life of Preterm Infants: Impacts of Feeding and Gender,"Cong X, Xu W, Janton S, Henderson WA, Matson A, McGrath JM, Maas K, Graf J.",PLoS One. 2016 Apr 25;11(4):e0152751. doi: 10.1371/journal.pone.0152751. eCollection 2016.,Cong X,PLoS One,2016,2016/04/26,PMC4844123,,10.1371/journal.pone.0152751
23797046,Characterization of the normal microbiota of the ocular surface,Willcox MD.,Exp Eye Res. 2013 Dec;117:99-105. doi: 10.1016/j.exer.2013.06.003. Epub 2013 Jun 22.,Willcox MD,Exp Eye Res,2013,2013/06/26,,,10.1016/j.exer.2013.06.003
25172855,Indoor-air microbiome in an urban subway network: diversity and dynamics,"Leung MH, Wilkins D, Li EK, Kong FK, Lee PK.",Appl Environ Microbiol. 2014 Nov;80(21):6760-70. doi: 10.1128/AEM.02244-14. Epub 2014 Aug 29.,Leung MH,Appl Environ Microbiol,2014,2014/08/31,PMC4249038,,10.1128/AEM.02244-14
25819618,Ammonia and temperature determine potential clustering in the anaerobic digestion microbiome,"De Vrieze J, Saunders AM, He Y, Fang J, Nielsen PH, Verstraete W, Boon N.",Water Res. 2015 May 15;75:312-23. doi: 10.1016/j.watres.2015.02.025. Epub 2015 Feb 25.,De Vrieze J,Water Res,2015,2015/03/31,,,10.1016/j.watres.2015.02.025
27861762,Gut microbiome in children with enthesitis-related arthritis in a developing country and the effect of probiotic administration,"Aggarwal A, Sarangi AN, Gaur P, Shukla A, Aggarwal R.",Clin Exp Immunol. 2017 Mar;187(3):480-489. doi: 10.1111/cei.12900. Epub 2016 Dec 12.,Aggarwal A,Clin Exp Immunol,2017,2016/11/19,PMC5290238,,10.1111/cei.12900
25249226,Microbial profiles of liquid and solid fraction associated biomaterial in buffalo rumen fed green and dry roughage diets by tagged 16S rRNA gene pyrosequencing,"Singh KM, Jisha TK, Reddy B, Parmar N, Patel A, Patel AK, Joshi CG.",Mol Biol Rep. 2015 Jan;42(1):95-103. doi: 10.1007/s11033-014-3746-9. Epub 2014 Sep 24.,Singh KM,Mol Biol Rep,2015,2014/09/25,,,10.1007/s11033-014-3746-9
25444008,Intestinal microbiota development in preterm neonates and effect of perinatal antibiotics,"Arboleya S, Sánchez B, Milani C, Duranti S, Solís G, Fernández N, de los Reyes-Gavilán CG, Ventura M, Margolles A, Gueimonde M.",J Pediatr. 2015 Mar;166(3):538-44. doi: 10.1016/j.jpeds.2014.09.041. Epub 2014 Oct 25.,Arboleya S,J Pediatr,2015,2014/12/03,,,10.1016/j.jpeds.2014.09.041
27597148,Changes in Urinary Microbiome Populations Correlate in Kidney Transplants With Interstitial Fibrosis and Tubular Atrophy Documented in Early Surveillance Biopsies,"Modena BD, Milam R, Harrison F, Cheeseman JA, Abecassis MM, Friedewald JJ, Kirk AD, Salomon DR.",Am J Transplant. 2017 Mar;17(3):712-723. doi: 10.1111/ajt.14038. Epub 2016 Oct 11.,Modena BD,Am J Transplant,2017,2016/09/07,PMC5328852,NIHMS827527,10.1111/ajt.14038
24095569,Investigation of the koala (Phascolarctos cinereus) hindgut microbiome via 16S pyrosequencing,"Barker CJ, Gillett A, Polkinghorne A, Timms P.",Vet Microbiol. 2013 Dec 27;167(3-4):554-64. doi: 10.1016/j.vetmic.2013.08.025. Epub 2013 Sep 12.,Barker CJ,Vet Microbiol,2013,2013/10/08,,,10.1016/j.vetmic.2013.08.025
27143475,It's all relative: analyzing microbiome data as compositions,"Gloor GB, Wu JR, Pawlowsky-Glahn V, Egozcue JJ.",Ann Epidemiol. 2016 May;26(5):322-9. doi: 10.1016/j.annepidem.2016.03.003. Epub 2016 Apr 2.,Gloor GB,Ann Epidemiol,2016,2016/05/05,,,10.1016/j.annepidem.2016.03.003
27794201,Phylogenetic profile of gut microbiota in healthy adults after moderate intake of red wine,"Barroso E, Muñoz-González I, Jiménez E, Bartolomé B, Moreno-Arribas MV, Peláez C, Del Carmen Martínez-Cuesta M, Requena T.",Mol Nutr Food Res. 2017 Mar;61(3). doi: 10.1002/mnfr.201600620. Epub 2016 Nov 30.,Barroso E,Mol Nutr Food Res,2017,2016/10/30,,,10.1002/mnfr.201600620
25232735,Age and microenvironment outweigh genetic influence on the Zucker rat microbiome,"Lees H, Swann J, Poucher SM, Nicholson JK, Holmes E, Wilson ID, Marchesi JR.",PLoS One. 2014 Sep 18;9(9):e100916. doi: 10.1371/journal.pone.0100916. eCollection 2014.,Lees H,PLoS One,2014,2014/09/19,PMC4169429,,10.1371/journal.pone.0100916
26323626,An Update on the Status of Current Research on the Mammalian Microbiome,Nelson KE.,ILAR J. 2015;56(2):163-8. doi: 10.1093/ilar/ilv033.,Nelson KE,ILAR J,2015,2015/09/02,,,10.1093/ilar/ilv033
27262209,Subgingival microbiota in individuals with severe chronic periodontitis,"Tsai CY, Tang CY, Tan TS, Chen KH, Liao KH, Liou ML.",J Microbiol Immunol Infect. 2018 Apr;51(2):226-234. doi: 10.1016/j.jmii.2016.04.007. Epub 2016 May 13.,Tsai CY,J Microbiol Immunol Infect,2018,2016/06/06,,,10.1016/j.jmii.2016.04.007
26437933,An accurate and efficient experimental approach for characterization of the complex oral microbiota,"Zheng W, Tsompana M, Ruscitto A, Sharma A, Genco R, Sun Y, Buck MJ.",Microbiome. 2015 Oct 5;3:48. doi: 10.1186/s40168-015-0110-9.,Zheng W,Microbiome,2015,2015/10/07,PMC4593206,,10.1186/s40168-015-0110-9
27638139,Household siblings and nasal and fecal microbiota in infants,"Hasegawa K, Linnemann RW, Mansbach JM, Ajami NJ, Espinola JA, Fiechtner LG, Petrosino JF, Camargo CA Jr.",Pediatr Int. 2017 Apr;59(4):473-481. doi: 10.1111/ped.13168. Epub 2016 Dec 22.,Hasegawa K,Pediatr Int,2017,2016/09/18,PMC5354996,NIHMS817623,10.1111/ped.13168
26161743,Chicken Caecal Microbiome Modifications Induced by Campylobacter jejuni Colonization and by a Non-Antibiotic Feed Additive,"Thibodeau A, Fravalo P, Yergeau É, Arsenault J, Lahaye L, Letellier A.",PLoS One. 2015 Jul 10;10(7):e0131978. doi: 10.1371/journal.pone.0131978. eCollection 2015.,Thibodeau A,PLoS One,2015,2015/07/11,PMC4498643,,10.1371/journal.pone.0131978
27216345,A systematic review of the sinonasal microbiome in chronic rhinosinusitis,"Anderson M, Stokken J, Sanford T, Aurora R, Sindwani R.",Am J Rhinol Allergy. 2016 May;30(3):161-6. doi: 10.2500/ajra.2016.30.4320.,Anderson M,Am J Rhinol Allergy,2016,2016/05/25,,,10.2500/ajra.2016.30.4320
27797671,Nutritional Correlates of Human Oral Microbiome,"Kato I, Vasquez A, Moyerbrailean G, Land S, Djuric Z, Sun J, Lin HS, Ram JL.",J Am Coll Nutr. 2017 Feb;36(2):88-98. doi: 10.1080/07315724.2016.1185386. Epub 2016 Oct 31.,Kato I,J Am Coll Nutr,2017,2016/11/01,PMC5477991,NIHMS865163,10.1080/07315724.2016.1185386
27545322,Multi-marker metabarcoding of coral skeletons reveals a rich microbiome and diverse evolutionary origins of endolithic algae,"Marcelino VR, Verbruggen H.",Sci Rep. 2016 Aug 22;6:31508. doi: 10.1038/srep31508.,Marcelino VR,Sci Rep,2016,2016/08/23,PMC4992875,,10.1038/srep31508
24206899,Disturbance induced decoupling between host genetics and composition of the associated microbiome,"Wegner KM, Volkenborn N, Peter H, Eiler A.",BMC Microbiol. 2013 Nov 9;13:252. doi: 10.1186/1471-2180-13-252.,Wegner KM,BMC Microbiol,2013,2013/11/12,PMC3840651,,10.1186/1471-2180-13-252
25963591,Microbiota—implications for immunity and transplantation,"Bromberg JS, Fricke WF, Brinkman CC, Simon T, Mongodin EF.",Nat Rev Nephrol. 2015 Jun;11(6):342-53. doi: 10.1038/nrneph.2015.70. Epub 2015 May 12.,Bromberg JS,Nat Rev Nephrol,2015,2015/05/13,,,10.1038/nrneph.2015.70
24564472,Analysis of the intestinal microbiota using SOLiD 16S rRNA gene sequencing and SOLiD shotgun sequencing,"Mitra S, Förster-Fromme K, Damms-Machado A, Scheurenbrand T, Biskup S, Huson DH, Bischoff SC.",BMC Genomics. 2013;14 Suppl 5(Suppl 5):S16. doi: 10.1186/1471-2164-14-S5-S16. Epub 2013 Oct 16.,Mitra S,BMC Genomics,2013,2014/02/26,PMC3852202,,10.1186/1471-2164-14-S5-S16
27697111,Probing the diversity of healthy oral microbiome with bioinformatics approaches,"Moon JH, Lee JH.",BMB Rep. 2016 Dec;49(12):662-670. doi: 10.5483/bmbrep.2016.49.12.164.,Moon JH,BMB Rep,2016,2016/10/05,PMC5346311,,10.5483/bmbrep.2016.49.12.164
25329701,A comparison between droplet digital and quantitative PCR in the analysis of bacterial 16S load in lung tissue samples from control and COPD GOLD 2,"Sze MA, Abbasi M, Hogg JC, Sin DD.",PLoS One. 2014 Oct 16;9(10):e110351. doi: 10.1371/journal.pone.0110351. eCollection 2014.,Sze MA,PLoS One,2014,2014/10/21,PMC4199711,,10.1371/journal.pone.0110351
26198180,Microbiome changes associated with sustained eradication of Clostridium difficile after single faecal microbiota transplantation in children with and without inflammatory bowel disease,"Hourigan SK, Chen LA, Grigoryan Z, Laroche G, Weidner M, Sears CL, Oliva-Hemker M.",Aliment Pharmacol Ther. 2015 Sep;42(6):741-52. doi: 10.1111/apt.13326. Epub 2015 Jul 21.,Hourigan SK,Aliment Pharmacol Ther,2015,2015/07/23,,,10.1111/apt.13326
23826210,Preliminary assessment of microbiome changes following blood-feeding and survivorship in the Amblyomma americanum nymph-to-adult transition using semiconductor sequencing,"Menchaca AC, Visi DK, Strey OF, Teel PD, Kalinowski K, Allen MS, Williamson PC.",PLoS One. 2013 Jun 24;8(6):e67129. doi: 10.1371/journal.pone.0067129. Print 2013.,Menchaca AC,PLoS One,2013,2013/07/05,PMC3691118,,10.1371/journal.pone.0067129
26604270,Collecting Fecal Samples for Microbiome Analyses in Epidemiology Studies,"Sinha R, Chen J, Amir A, Vogtmann E, Shi J, Inman KS, Flores R, Sampson J, Knight R, Chia N.",Cancer Epidemiol Biomarkers Prev. 2016 Feb;25(2):407-16. doi: 10.1158/1055-9965.EPI-15-0951. Epub 2015 Nov 24.,Sinha R,Cancer Epidemiol Biomarkers Prev,2016,2015/11/26,PMC4821594,NIHMS771144,10.1158/1055-9965.EPI-15-0951
27392501,Microbiota at the crossroads of autoimmunity,"Shamriz O, Mizrahi H, Werbner M, Shoenfeld Y, Avni O, Koren O.",Autoimmun Rev. 2016 Sep;15(9):859-69. doi: 10.1016/j.autrev.2016.07.012. Epub 2016 Jul 6.,Shamriz O,Autoimmun Rev,2016,2016/07/10,,,10.1016/j.autrev.2016.07.012
27180112,Intricacies of assessing the human microbiome in epidemiologic studies,"Robinson CK, Brotman RM, Ravel J.",Ann Epidemiol. 2016 May;26(5):311-21. doi: 10.1016/j.annepidem.2016.04.005. Epub 2016 Apr 12.,Robinson CK,Ann Epidemiol,2016,2016/05/16,PMC4892937,NIHMS777503,10.1016/j.annepidem.2016.04.005
26471001,"Characterization of the stromatolite microbiome from Little Darby Island, The Bahamas using predictive and whole shotgun metagenomic analysis","Casaburi G, Duscher AA, Reid RP, Foster JS.",Environ Microbiol. 2016 May;18(5):1452-69. doi: 10.1111/1462-2920.13094. Epub 2015 Dec 10.,Casaburi G,Environ Microbiol,2016,2015/10/17,PMC5767316,NIHMS922427,10.1111/1462-2920.13094
