PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31160269","The gut microbiome and epilepsy","Dahlin M, Prast-Nielsen S.","EBioMedicine. 2019 Jun;44:741-746. doi: 10.1016/j.ebiom.2019.05.024. Epub 2019 May 31.","Dahlin M","EBioMedicine","2019","2019/06/05","PMC6604367","","10.1016/j.ebiom.2019.05.024"
"31234774","Bacterial microbiomes of Ixodes scapularis ticks collected from Massachusetts and Texas, USA","Thapa S, Zhang Y, Allen MS.","BMC Microbiol. 2019 Jun 24;19(1):138. doi: 10.1186/s12866-019-1514-7.","Thapa S","BMC Microbiol","2019","2019/06/26","PMC6591839","","10.1186/s12866-019-1514-7"
"29687353","Gut microbiome of Moroccan colorectal cancer patients","Allali I, Boukhatem N, Bouguenouch L, Hardi H, Boudouaya HA, Cadenas MB, Ouldim K, Amzazi S, Azcarate-Peril MA, Ghazal H.","Med Microbiol Immunol. 2018 Aug;207(3-4):211-225. doi: 10.1007/s00430-018-0542-5. Epub 2018 Apr 23.","Allali I","Med Microbiol Immunol","2018","2018/04/25","PMC6096775","","10.1007/s00430-018-0542-5"
"31028880","Effects of Proton Pump Inhibitors on the Gastrointestinal Microbiota in Gastroesophageal Reflux Disease","Shi YC, Cai ST, Tian YP, Zhao HJ, Zhang YB, Chen J, Ren RR, Luo X, Peng LH, Sun G, Yang YS.","Genomics Proteomics Bioinformatics. 2019 Feb;17(1):52-63. doi: 10.1016/j.gpb.2018.12.004. Epub 2019 Apr 25.","Shi YC","Genomics Proteomics Bioinformatics","2019","2019/04/28","PMC6520915","","10.1016/j.gpb.2018.12.004"
"30373033","Dioxin-like PCB 126 increases intestinal inflammation and disrupts gut microbiota and metabolic homeostasis","Petriello MC, Hoffman JB, Vsevolozhskaya O, Morris AJ, Hennig B.","Environ Pollut. 2018 Nov;242(Pt A):1022-1032. doi: 10.1016/j.envpol.2018.07.039. Epub 2018 Jul 17.","Petriello MC","Environ Pollut","2018","2018/10/31","PMC6211811","NIHMS986674","10.1016/j.envpol.2018.07.039"
"29933394","Alterations in the gut bacterial microbiome in fungal Keratitis patients","Kalyana Chakravarthy S, Jayasudha R, Ranjith K, Dutta A, Pinna NK, Mande SS, Sharma S, Garg P, Murthy SI, Shivaji S.","PLoS One. 2018 Jun 22;13(6):e0199640. doi: 10.1371/journal.pone.0199640. eCollection 2018.","Kalyana Chakravarthy S","PLoS One","2018","2018/06/23","PMC6014669","","10.1371/journal.pone.0199640"
"30185668","Human defects in STAT3 promote oral mucosal fungal and bacterial dysbiosis","Abusleme L, Diaz PI, Freeman AF, Greenwell-Wild T, Brenchley L, Desai JV, Ng WI, Holland SM, Lionakis MS, Segre JA, Kong HH, Moutsopoulos NM.","JCI Insight. 2018 Sep 6;3(17):e122061. doi: 10.1172/jci.insight.122061. eCollection 2018 Sep 6.","Abusleme L","JCI Insight","2018","2018/09/07","PMC6171814","","10.1172/jci.insight.122061"
"29305057","Comparison of DNA extraction methods for human gut microbial community profiling","Lim MY, Song EJ, Kim SH, Lee J, Nam YD.","Syst Appl Microbiol. 2018 Mar;41(2):151-157. doi: 10.1016/j.syapm.2017.11.008. Epub 2017 Dec 21.","Lim MY","Syst Appl Microbiol","2018","2018/01/07","","","10.1016/j.syapm.2017.11.008"
"31262981","Antibiotic-Induced Shifts in Fecal Microbiota Density and Composition during Hematopoietic Stem Cell Transplantation","Morjaria S, Schluter J, Taylor BP, Littmann ER, Carter RA, Fontana E, Peled JU, van den Brink MRM, Xavier JB, Taur Y.","Infect Immun. 2019 Aug 21;87(9):e00206-19. doi: 10.1128/IAI.00206-19. Print 2019 Sep.","Morjaria S","Infect Immun","2019","2019/07/03","PMC6704593","","10.1128/IAI.00206-19"
"30584008","Alterations of gastric mucosal microbiota across different stomach microhabitats in a cohort of 276 patients with gastric cancer","Liu X, Shao L, Liu X, Ji F, Mei Y, Cheng Y, Liu F, Yan C, Li L, Ling Z.","EBioMedicine. 2019 Feb;40:336-348. doi: 10.1016/j.ebiom.2018.12.034. Epub 2018 Dec 21.","Liu X","EBioMedicine","2019","2018/12/26","PMC6412016","","10.1016/j.ebiom.2018.12.034"
"30832984","Does the human placenta delivered at term have a microbiota? Results of cultivation, quantitative real-time PCR, 16S rRNA gene sequencing, and metagenomics","Theis KR, Romero R, Winters AD, Greenberg JM, Gomez-Lopez N, Alhousseini A, Bieda J, Maymon E, Pacora P, Fettweis JM, Buck GA, Jefferson KK, Strauss JF 3rd, Erez O, Hassan SS.","Am J Obstet Gynecol. 2019 Mar;220(3):267.e1-267.e39. doi: 10.1016/j.ajog.2018.10.018.","Theis KR","Am J Obstet Gynecol","2019","2019/03/06","PMC6733039","NIHMS1531673","10.1016/j.ajog.2018.10.018"
"30176961","Pediatric Obstructive Sleep Apnea is Associated With Changes in the Oral Microbiome and Urinary Metabolomics Profile: A Pilot Study","Xu H, Li X, Zheng X, Xia Y, Fu Y, Li X, Qian Y, Zou J, Zhao A, Guan J, Gu M, Yi H, Jia W, Yin S.","J Clin Sleep Med. 2018 Sep 15;14(9):1559-1567. doi: 10.5664/jcsm.7336.","Xu H","J Clin Sleep Med","2018","2018/09/05","PMC6134247","","10.5664/jcsm.7336"
"29631628","Characterizing oral microbial communities across dentition states and colonization niches","Mason MR, Chambers S, Dabdoub SM, Thikkurissy S, Kumar PS.","Microbiome. 2018 Apr 10;6(1):67. doi: 10.1186/s40168-018-0443-2.","Mason MR","Microbiome","2018","2018/04/11","PMC5891995","","10.1186/s40168-018-0443-2"
"29423379","Identification and Characterization of Blood and Neutrophil-Associated Microbiomes in Patients with Severe Acute Pancreatitis Using Next-Generation Sequencing","Li Q, Wang C, Tang C, Zhao X, He Q, Li J.","Front Cell Infect Microbiol. 2018 Jan 23;8:5. doi: 10.3389/fcimb.2018.00005. eCollection 2018.","Li Q","Front Cell Infect Microbiol","2018","2018/02/10","PMC5790034","","10.3389/fcimb.2018.00005"
"30342360","Airway microbiome is associated with respiratory functions and responses to ambient particulate matter exposure","Wang L, Cheng H, Wang D, Zhao B, Zhang J, Cheng L, Yao P, Di Narzo A, Shen Y, Yu J, Li Y, Xu S, Chen J, Fan L, Lu J, Jiang J, Zhou Y, Wang C, Zhang Z, Hao K.","Ecotoxicol Environ Saf. 2019 Jan 15;167:269-277. doi: 10.1016/j.ecoenv.2018.09.079. Epub 2018 Oct 18.","Wang L","Ecotoxicol Environ Saf","2019","2018/10/21","PMC6257984","NIHMS1509964","10.1016/j.ecoenv.2018.09.079"
"31830061","Comparative analysis of the vaginal microbiome of pregnant women with either Trichomonas vaginalis or Chlamydia trachomatis","Masha SC, Owuor C, Ngoi JM, Cools P, Sanders EJ, Vaneechoutte M, Crucitti T, de Villiers EP.","PLoS One. 2019 Dec 12;14(12):e0225545. doi: 10.1371/journal.pone.0225545. eCollection 2019.","Masha SC","PLoS One","2019","2019/12/13","PMC6907840","","10.1371/journal.pone.0225545"
"31269897","iMAP: an integrated bioinformatics and visualization pipeline for microbiome data analysis","Buza TM, Tonui T, Stomeo F, Tiambo C, Katani R, Schilling M, Lyimo B, Gwakisa P, Cattadori IM, Buza J, Kapur V.","BMC Bioinformatics. 2019 Jul 3;20(1):374. doi: 10.1186/s12859-019-2965-4.","Buza TM","BMC Bioinformatics","2019","2019/07/05","PMC6610863","","10.1186/s12859-019-2965-4"
"29946072","Pulmonary Arterial Hypertension Affects the Rat Gut Microbiome","Callejo M, Mondejar-Parreño G, Barreira B, Izquierdo-Garcia JL, Morales-Cano D, Esquivel-Ruiz S, Moreno L, Cogolludo Á, Duarte J, Perez-Vizcaino F.","Sci Rep. 2018 Jun 26;8(1):9681. doi: 10.1038/s41598-018-27682-w.","Callejo M","Sci Rep","2018","2018/06/28","PMC6018770","","10.1038/s41598-018-27682-w"
"31245304","Evaluation of Methods for the Extraction of Microbial DNA From Vaginal Swabs Used for Microbiome Studies","Mattei V, Murugesan S, Al Hashmi M, Mathew R, James N, Singh P, Kumar M, Lakshmanan AP, Terranegra A, Al Khodor S, Tomei S.","Front Cell Infect Microbiol. 2019 Jun 6;9:197. doi: 10.3389/fcimb.2019.00197. eCollection 2019.","Mattei V","Front Cell Infect Microbiol","2019","2019/06/28","PMC6563847","","10.3389/fcimb.2019.00197"
"31498487","A European ECMM-ESCMID survey on goals and practices for mycobiota characterisation using next-generation sequencing","Gangneux JP, Guegan H, Vandenborght LE, Buffet-Bataillon S, Enaud R, Delhaes L.","Mycoses. 2019 Dec;62(12):1096-1099. doi: 10.1111/myc.12999. Epub 2019 Oct 21.","Gangneux JP","Mycoses","2019","2019/09/10","","","10.1111/myc.12999"
"30981206","Early-life vancomycin treatment promotes airway inflammation and impairs microbiome homeostasis","Yang X, Feng H, Zhan X, Zhang C, Cui R, Zhong L, Ying S, Chen Z.","Aging (Albany NY). 2019 Apr 13;11(7):2071-2081. doi: 10.18632/aging.101901.","Yang X","Aging (Albany NY)","2019","2019/04/14","PMC6503881","","10.18632/aging.101901"
"29038128","Microbial Composition Predicts Genital Tract Inflammation and Persistent Bacterial Vaginosis in South African Adolescent Females","Lennard K, Dabee S, Barnabas SL, Havyarimana E, Blakney A, Jaumdally SZ, Botha G, Mkhize NN, Bekker LG, Lewis DA, Gray G, Mulder N, Passmore JS, Jaspan HB.","Infect Immun. 2017 Dec 19;86(1):e00410-17. doi: 10.1128/IAI.00410-17. Print 2018 Jan.","Lennard K","Infect Immun","2017","2017/10/18","PMC5736802","","10.1128/IAI.00410-17"
"29996593","Effects of Sampling Techniques and Sites on Rumen Microbiome and Fermentation Parameters in Hanwoo Steers","Song J, Choi H, Jeong JY, Lee S, Lee HJ, Baek Y, Ji SY, Kim M.","J Microbiol Biotechnol. 2018 Oct 28;28(10):1700-1705. doi: 10.4014/jmb.1803.03002.","Song J","J Microbiol Biotechnol","2018","2018/07/13","","","10.4014/jmb.1803.03002"
"30598080","Vaginal microbiome variances in sample groups categorized by clinical criteria of bacterial vaginosis","Chen HM, Chang TH, Lin FM, Liang C, Chiu CM, Yang TL, Yang T, Huang CY, Cheng YN, Chang YA, Chang PY, Weng SL.","BMC Genomics. 2018 Dec 31;19(Suppl 10):876. doi: 10.1186/s12864-018-5284-7.","Chen HM","BMC Genomics","2018","2019/01/02","PMC6311936","","10.1186/s12864-018-5284-7"
"31420081","Age and Mothers: Potent Influences of Children's Skin Microbiota","Zhu T, Liu X, Kong FQ, Duan YY, Yee AL, Kim M, Galzote C, Gilbert JA, Quan ZX.","J Invest Dermatol. 2019 Dec;139(12):2497-2505.e6. doi: 10.1016/j.jid.2019.05.018. Epub 2019 Aug 13.","Zhu T","J Invest Dermatol","2019","2019/08/18","PMC6874717","NIHMS1055466","10.1016/j.jid.2019.05.018"
"31043514","Antibiotic Resistance Gene Diversity and Virulence Gene Diversity Are Correlated in Human Gut and Environmental Microbiomes","Escudeiro P, Pothier J, Dionisio F, Nogueira T.","mSphere. 2019 May 1;4(3):e00135-19. doi: 10.1128/mSphere.00135-19.","Escudeiro P","mSphere","2019","2019/05/03","PMC6495336","","10.1128/mSphere.00135-19"
"30425147","Identifying and Predicting Novelty in Microbiome Studies","Su X, Jing G, McDonald D, Wang H, Wang Z, Gonzalez A, Sun Z, Huang S, Navas J, Knight R, Xu J.","mBio. 2018 Nov 13;9(6):e02099-18. doi: 10.1128/mBio.02099-18.","Su X","mBio","2018","2018/11/15","PMC6234870","","10.1128/mBio.02099-18"
"30376898","Lack of detection of a human placenta microbiome in samples from preterm and term deliveries","Leiby JS, McCormick K, Sherrill-Mix S, Clarke EL, Kessler LR, Taylor LJ, Hofstaedter CE, Roche AM, Mattei LM, Bittinger K, Elovitz MA, Leite R, Parry S, Bushman FD.","Microbiome. 2018 Oct 30;6(1):196. doi: 10.1186/s40168-018-0575-4.","Leiby JS","Microbiome","2018","2018/11/01","PMC6208038","","10.1186/s40168-018-0575-4"
"31676793","Impact of delivery mode-associated gut microbiota dynamics on health in the first year of life","Reyman M, van Houten MA, van Baarle D, Bosch AATM, Man WH, Chu MLJN, Arp K, Watson RL, Sanders EAM, Fuentes S, Bogaert D.","Nat Commun. 2019 Nov 1;10(1):4997. doi: 10.1038/s41467-019-13014-7.","Reyman M","Nat Commun","2019","2019/11/03","PMC6825150","","10.1038/s41467-019-13014-7"
"31527125","Resolution and Cooccurrence Patterns of Gardnerella leopoldii, G. swidsinskii, G. piotii, and G. vaginalis within the Vaginal Microbiome","Hill JE, Albert AYK; VOGUE Research Group.","Infect Immun. 2019 Nov 18;87(12):e00532-19. doi: 10.1128/IAI.00532-19. Print 2019 Dec.","Hill JE","Infect Immun","2019","2019/09/19","PMC6867840","","10.1128/IAI.00532-19"
"31315765","[Correlation between gut microbiota and behavior symptoms in children with autism spectrum disorder]","Zhao RH, Zheng PY, Liu SM, Tang YC, Li EY, Sun ZY, Jiang MM.","Zhongguo Dang Dai Er Ke Za Zhi. 2019 Jul;21(7):663-669.","Zhao RH","Zhongguo Dang Dai Er Ke Za Zhi","2019","2019/07/19","","",""
"29668720","Do we treat our patients or rather periodontal microbes with adjunctive antibiotics in periodontal therapy? A 16S rDNA microbial community analysis","Hagenfeld D, Koch R, Jünemann S, Prior K, Harks I, Eickholz P, Hoffmann T, Kim TS, Kocher T, Meyle J, Kaner D, Schlagenhauf U, Ehmke B, Harmsen D.","PLoS One. 2018 Apr 18;13(4):e0195534. doi: 10.1371/journal.pone.0195534. eCollection 2018.","Hagenfeld D","PLoS One","2018","2018/04/19","PMC5906003","","10.1371/journal.pone.0195534"
"31055592","Combined Signature of the Fecal Microbiome and Plasma Metabolome in Patients with Ulcerative Colitis","Sun M, Du B, Shi Y, Lu Y, Zhou Y, Liu B.","Med Sci Monit. 2019 May 5;25:3303-3315. doi: 10.12659/MSM.916009.","Sun M","Med Sci Monit","2019","2019/05/06","PMC6515979","","10.12659/MSM.916009"
"29458340","A microbiome case-control study of recurrent acute otitis media identified potentially protective bacterial genera","Lappan R, Imbrogno K, Sikazwe C, Anderson D, Mok D, Coates H, Vijayasekaran S, Bumbak P, Blyth CC, Jamieson SE, Peacock CS.","BMC Microbiol. 2018 Feb 20;18(1):13. doi: 10.1186/s12866-018-1154-3.","Lappan R","BMC Microbiol","2018","2018/02/21","PMC5819196","","10.1186/s12866-018-1154-3"
"30642327","Comparison of the salivary and dentinal microbiome of children with severe-early childhood caries to the salivary microbiome of caries-free children","Hurley E, Barrett MPJ, Kinirons M, Whelton H, Ryan CA, Stanton C, Harris HMB, O'Toole PW.","BMC Oral Health. 2019 Jan 14;19(1):13. doi: 10.1186/s12903-018-0693-1.","Hurley E","BMC Oral Health","2019","2019/01/16","PMC6332856","","10.1186/s12903-018-0693-1"
"30429438","Effects of xylitol-containing chewing gum on the oral microbiota","Takeuchi K, Asakawa M, Hashiba T, Takeshita T, Saeki Y, Yamashita Y.","J Oral Sci. 2018 Dec 27;60(4):588-594. doi: 10.2334/josnusd.17-0446. Epub 2018 Nov 15.","Takeuchi K","J Oral Sci","2018","2018/11/16","","","10.2334/josnusd.17-0446"
"31722703","Composition and diversity of the subgingival microbiome and its relationship with age in postmenopausal women: an epidemiologic investigation","LaMonte MJ, Genco RJ, Buck MJ, McSkimming DI, Li L, Hovey KM, Andrews CA, Zheng W, Sun Y, Millen AE, Tsompana M, Banack HR, Wactawski-Wende J.","BMC Oral Health. 2019 Nov 13;19(1):246. doi: 10.1186/s12903-019-0906-2.","LaMonte MJ","BMC Oral Health","2019","2019/11/15","PMC6854792","","10.1186/s12903-019-0906-2"
"29434076","Differences in Gut Microbiota Profiles between Autoimmune Pancreatitis and Chronic Pancreatitis","Hamada S, Masamune A, Nabeshima T, Shimosegawa T.","Tohoku J Exp Med. 2018 Feb;244(2):113-117. doi: 10.1620/tjem.244.113.","Hamada S","Tohoku J Exp Med","2018","2018/02/14","","","10.1620/tjem.244.113"
"31515535","Assembly and seasonality of core phyllosphere microbiota on perennial biofuel crops","Grady KL, Sorensen JW, Stopnisek N, Guittar J, Shade A.","Nat Commun. 2019 Sep 12;10(1):4135. doi: 10.1038/s41467-019-11974-4.","Grady KL","Nat Commun","2019","2019/09/14","PMC6742659","","10.1038/s41467-019-11974-4"
"29911322","Metagenomic insights into the roles of Proteobacteria in the gastrointestinal microbiomes of healthy dogs and cats","Moon CD, Young W, Maclean PH, Cookson AL, Bermingham EN.","Microbiologyopen. 2018 Oct;7(5):e00677. doi: 10.1002/mbo3.677. Epub 2018 Jun 17.","Moon CD","Microbiologyopen","2018","2018/06/19","PMC6182564","","10.1002/mbo3.677"
"30365870","Prospective study of oral microbiome and colorectal cancer risk in low-income and African American populations","Yang Y, Cai Q, Shu XO, Steinwandel MD, Blot WJ, Zheng W, Long J.","Int J Cancer. 2019 May 15;144(10):2381-2389. doi: 10.1002/ijc.31941. Epub 2018 Dec 11.","Yang Y","Int J Cancer","2019","2018/10/27","PMC6430704","NIHMS995159","10.1002/ijc.31941"
"29529379","The Microbiome Regulates Pulmonary Responses to Ozone in Mice","Cho Y, Abu-Ali G, Tashiro H, Kasahara DI, Brown TA, Brand JD, Mathews JA, Huttenhower C, Shore SA.","Am J Respir Cell Mol Biol. 2018 Sep;59(3):346-354. doi: 10.1165/rcmb.2017-0404OC.","Cho Y","Am J Respir Cell Mol Biol","2018","2018/03/13","PMC6189641","","10.1165/rcmb.2017-0404OC"
"30454554","Host genetic selection for cold tolerance shapes microbiome composition and modulates its response to temperature","Kokou F, Sasson G, Nitzan T, Doron-Faigenboim A, Harpaz S, Cnaani A, Mizrahi I.","Elife. 2018 Nov 20;7:e36398. doi: 10.7554/eLife.36398.","Kokou F","Elife","2018","2018/11/21","PMC6277203","","10.7554/eLife.36398"
"31361788","The feline cutaneous and oral microbiota are influenced by breed and environment","Older CE, Diesel AB, Lawhon SD, Queiroz CRR, Henker LC, Rodrigues Hoffmann A.","PLoS One. 2019 Jul 30;14(7):e0220463. doi: 10.1371/journal.pone.0220463. eCollection 2019.","Older CE","PLoS One","2019","2019/07/31","PMC6667137","","10.1371/journal.pone.0220463"
"30581863","Distinct Nasopharyngeal and Oropharyngeal Microbiota of Children with Influenza A Virus Compared with Healthy Children","Wen Z, Xie G, Zhou Q, Qiu C, Li J, Hu Q, Dai W, Li D, Zheng Y, Wen F.","Biomed Res Int. 2018 Nov 19;2018:6362716. doi: 10.1155/2018/6362716. eCollection 2018.","Wen Z","Biomed Res Int","2018","2018/12/25","PMC6276510","","10.1155/2018/6362716"
"29199351","Significant Changes in the Skin Microbiome in Patients with Chronic Plaque Psoriasis after Treatment with Narrowband Ultraviolet B","Assarsson M, Duvetorp A, Dienus O, Söderman J, Seifert O.","Acta Derm Venereol. 2018 Apr 16;98(4):428-436. doi: 10.2340/00015555-2859.","Assarsson M","Acta Derm Venereol","2018","2017/12/05","","","10.2340/00015555-2859"
"29765908","The Subgingival Microbiome of Periodontal Pockets With Different Probing Depths in Chronic and Aggressive Periodontitis: A Pilot Study","Shi M, Wei Y, Hu W, Nie Y, Wu X, Lu R.","Front Cell Infect Microbiol. 2018 May 1;8:124. doi: 10.3389/fcimb.2018.00124. eCollection 2018.","Shi M","Front Cell Infect Microbiol","2018","2018/05/17","PMC5938363","","10.3389/fcimb.2018.00124"
"31089259","Rethinking gut microbiome residency and the Enterobacteriaceae in healthy human adults","Martinson JNV, Pinkham NV, Peters GW, Cho H, Heng J, Rauch M, Broadaway SC, Walk ST.","ISME J. 2019 Sep;13(9):2306-2318. doi: 10.1038/s41396-019-0435-7. Epub 2019 May 14.","Martinson JNV","ISME J","2019","2019/05/16","PMC6776003","","10.1038/s41396-019-0435-7"
"30447983","The microbiome of Escherichia coli and culture-negative nonsevere clinical mastitis: Characterization and associations with linear score and milk production","Vasquez AK, Ganda EK, Capel MB, Eicker S, Virkler PD, Bicalho RC, Nydam DV.","J Dairy Sci. 2019 Jan;102(1):578-594. doi: 10.3168/jds.2018-15062. Epub 2018 Nov 15.","Vasquez AK","J Dairy Sci","2019","2018/11/19","","","10.3168/jds.2018-15062"
"31012059","Gastrointestinal microbiota alteration induced by Mucor circinelloides in a murine model","Mueller KD, Zhang H, Serrano CR, Billmyre RB, Huh EY, Wiemann P, Keller NP, Wang Y, Heitman J, Lee SC.","J Microbiol. 2019 Jun;57(6):509-520. doi: 10.1007/s12275-019-8682-x. Epub 2019 May 27.","Mueller KD","J Microbiol","2019","2019/04/24","PMC6737537","NIHMS1016329","10.1007/s12275-019-8682-x"
"30118379","Conventional culture methods with commercially available media unveil the presence of novel culturable bacteria","Ito T, Sekizuka T, Kishi N, Yamashita A, Kuroda M.","Gut Microbes. 2019;10(1):77-91. doi: 10.1080/19490976.2018.1491265. Epub 2018 Aug 17.","Ito T","Gut Microbes","2019","2018/08/18","PMC6363062","","10.1080/19490976.2018.1491265"
"30113227","Early airway microbial metagenomic and metabolomic signatures are associated with development of severe bronchopulmonary dysplasia","Lal CV, Kandasamy J, Dolma K, Ramani M, Kumar R, Wilson L, Aghai Z, Barnes S, Blalock JE, Gaggar A, Bhandari V, Ambalavanan N.","Am J Physiol Lung Cell Mol Physiol. 2018 Nov 1;315(5):L810-L815. doi: 10.1152/ajplung.00085.2018. Epub 2018 Aug 16.","Lal CV","Am J Physiol Lung Cell Mol Physiol","2018","2018/08/17","PMC6295508","","10.1152/ajplung.00085.2018"
